record_id,title,authors,year,venue,publication_type,doi,arxiv_id,source_url,citation_count,citation_date,domain_neurodivergent,domain_education,domain_adaptive,study_type,sample_size,population_type,input_signal,ai_method,prediction_target,evaluation_metrics,quality_rigor,quality_transfer,quality_repro_ethics,decision,decision_reason,dedup_group,reviewer,review_date,notes
R2EA009,Artificial Intelligence in Educational Data Mining and Human-in-the-Loop Machine Learning and Machine Teaching: Analysis of Scientific Knowledge,Eloy López Menéses; Luis López-Catálan; Noelia Pelícano-Piris; Pedro C. Mellado-Moreno,2025,Applied Sciences,journal,10.3390/app15020772,,https://doi.org/10.3390/app15020772,23,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA009,,,openalex-round2
R2EA010,Research and Practice of Informatization Teaching Reform Based on Ubiquitous Learning Environment and Education Big Data,Liang Zhao; Guili Zhang; Shijiao Qiao,2021,Open Journal of Social Sciences,journal,10.4236/jss.2021.92023,,https://doi.org/10.4236/jss.2021.92023,23,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA010,,,openalex-round2
R2EA011,Learning Style Identification System: Design and Data Analysis.,Олена Глазунова; Наталія Морзе; Bella Golub; Олександр Буров; Tetyana Voloshyna; Oleksandra Parhomenko,2020,Digital Library NAES of Ukraine (National Academy of Educational Sciences of Ukraine),journal,,,https://openalex.org/W3110542288,16,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA011,,,openalex-round2
R2EA012,Data mining of students’ behavior in E-learning system,O M Gushchina; A V Ochepovsky,2020,Journal of Physics Conference Series,journal,10.1088/1742-6596/1553/1/012027,,https://doi.org/10.1088/1742-6596/1553/1/012027,13,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA012,,,openalex-round2
R2EA013,Improving AEH Courses through Log Analysis,Álvaro Ortigosa; César Vialardi; Javier Bravo,2020,Biblos-e Archivo (Universidad Autónoma de Madrid),journal,10.3217/jucs-014-17-2777,,http://hdl.handle.net/10486/666287,7,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA013,,,openalex-round2
R2EA014,"Thematic evolution of smart learning environments, insights and directions from a 20-year research milestones: A bibliometric analysis",Della Maulidiya; Budi Nugroho; Harry Budi Santoso; Zainal A. Hasibuan,2024,Heliyon,journal,10.1016/j.heliyon.2024.e26191,,https://doi.org/10.1016/j.heliyon.2024.e26191,11,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA014,,,openalex-round2
R2EA015,Design of an Intelligent Tutor System for the Personalization of Learning Activities Using Case-Based Reasoning and Multi-Agent System,Lamya Anoir; Chelliq Ikram; Maha Khaldi; Mohamed Khaldi,2024,International Journal of Computing and Digital Systems,journal,10.12785/ijcds/160136,,https://doi.org/10.12785/ijcds/160136,9,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA015,,,openalex-round2
R2EA016,"Vision, challenges, roles and research issues of Artificial Intelligence in Education",Gwo‐Jen Hwang; Haoran Xie; Benjamin W. Wah; Dragan Gašević,2020,Computers and Education Artificial Intelligence,journal,10.1016/j.caeai.2020.100001,,https://doi.org/10.1016/j.caeai.2020.100001,1162,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA016,,,openalex-round2
R2EA017,"ChatGPT Utility in Healthcare Education, Research, and Practice: Systematic Review on the Promising Perspectives and Valid Concerns",Malik Sallam,2023,Healthcare,review_article,10.3390/healthcare11060887,,https://doi.org/10.3390/healthcare11060887,2586,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA017,,,openalex-round2
R2EA018,The Role of Artificial Intelligence in the Education of Students with Special Needs,Ayşe Alkan,2024,International Journal of Technology in Education and Science,journal,10.46328/ijtes.569,,https://doi.org/10.46328/ijtes.569,9,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA018,,,openalex-round2
R2EA019,Adaptive Learning Systems based on ILOs of Courses,Marwa Hussien Mohamed; Lamiaa Fattouh Ibrahim; Khaled Elmenshawy; Haitham Rizk Fadlallah,2023,WSEAS TRANSACTIONS ON SYSTEMS AND CONTROL,journal,10.37394/23203.2023.18.1,,https://doi.org/10.37394/23203.2023.18.1,6,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA019,,,openalex-round2
R2EA020,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,Xuesong Zhai; Xiaoyan Chu; Ching Sing Chai; Morris Siu–Yung Jong; Andreja Istenič Starčič; Michael Spector; Jia Liu; Yuan Jing,2021,Complexity,review_article,10.1155/2021/8812542,,https://doi.org/10.1155/2021/8812542,1051,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA020,,,openalex-round2
R2EA021,APPLICATION OF ARTIFICIAL INTELLIGENCE IN HIGHER EDUCATION INSTITUTIONS: FOREIGN EXPERIENCE,Natalia Bobro,2024,Three Seas Economic Journal,journal,10.30525/2661-5150/2024-5-3,,https://doi.org/10.30525/2661-5150/2024-5-3,11,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA021,,,openalex-round2
R2EA022,Understanding Data Science Instruction in Multiple STEM Disciplines,C. R. Snyder; Dawit M. Asamen; Mohammad Yunus Naseri; Niroj Aryal; Gautam Biswas; Abhishek Dubey; Erin Henrick; Erin R. Hotchkiss,2024,2021 ASEE Virtual Annual Conference Content Access Proceedings,journal,10.18260/1-2--37955,,https://doi.org/10.18260/1-2--37955,6,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA022,,,openalex-round2
R2EA023,Artificial intelligence in higher education: the state of the field,Helen Crompton; Diane Burke,2023,International Journal of Educational Technology in Higher Education,journal,10.1186/s41239-023-00392-8,,https://doi.org/10.1186/s41239-023-00392-8,1191,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA023,,,openalex-round2
R2EA024,New Framework of Educational Data Mining to Predict Student Learning Performance,Agung Triayudi; Rima Tamara Aldisa; S Sumiati,2024,Journal of Wireless Mobile Networks Ubiquitous Computing and Dependable Applications,journal,10.58346/jowua.2024.i1.009,,http://doi.org/10.58346/jowua.2024.i1.009,4,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA024,,,openalex-round2
R2EA025,Construction and Application of Farmers’ Practical Teaching System in Vocational Education Based on Big Data Mining Technology,Wei Peng; Zhibin Tang,2022,Computational Intelligence and Neuroscience,journal,10.1155/2022/6075719,,https://doi.org/10.1155/2022/6075719,6,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA025,,,openalex-round2
R2EA026,Unveiling the Evolution of Educational Technologies: A Patent-Based Clustering and Life Cycle Analysis,Navid Mohammadi; Mehrdad Maghsoudi; Mohammad Sabet; Mahdi Soghi,2025,IEEE Access,journal,10.1109/access.2025.3554741,,https://doi.org/10.1109/access.2025.3554741,5,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA026,,,openalex-round2
R2EA028,Smart Tutors: improving the quality of higher education through AI,Dalía Rodríguez Cairo; Yisel Ramírez Echavarría,2023,LatIA,journal,10.62486/latia20238,,https://doi.org/10.62486/latia20238,4,2026-04-10,0,1,1,,,,,,,,,,,,,R2EA028,,,openalex-round2
