participant_id,session_id,timestamp_ms,phase,trial_id,gaze_x,gaze_y,page_width,page_height,event_type,event_value,text_id,probe_tut,difficulty,familiarity,comprehension_correct
P001,S1777382254070,8344,calibration,,,,2048,1018,phase_start,calibration,p1,,,,
P001,S1777382254070,23286,calibration,,380.80,273.73,1600,865,calibration_click,1,p1,,,,
P001,S1777382254070,23313,calibration,,499.94,499.88,1600,865,gaze,,p1,,,,
P001,S1777382254070,23338,calibration,,499.21,498.38,1600,865,gaze,,p1,,,,
P001,S1777382254070,23355,calibration,,496.78,492.71,1600,865,gaze,,p1,,,,
P001,S1777382254070,23370,calibration,,491.16,479.33,1600,865,gaze,,p1,,,,
P001,S1777382254070,23388,calibration,,479.74,456.47,1600,865,gaze,,p1,,,,
P001,S1777382254070,23405,calibration,,462.93,423.72,1600,865,gaze,,p1,,,,
P001,S1777382254070,23422,calibration,,443.57,383.13,1600,865,gaze,,p1,,,,
P001,S1777382254070,23439,calibration,,423.59,341.08,1600,865,gaze,,p1,,,,
P001,S1777382254070,23456,calibration,,404.73,303.51,1600,865,gaze,,p1,,,,
P001,S1777382254070,23476,calibration,,389.03,272.47,1600,865,gaze,,p1,,,,
P001,S1777382254070,23494,calibration,,384.38,242.49,1600,865,gaze,,p1,,,,
P001,S1777382254070,23512,calibration,,382.25,219.96,1600,865,gaze,,p1,,,,
P001,S1777382254070,23530,calibration,,382.74,204.54,1600,865,gaze,,p1,,,,
P001,S1777382254070,23548,calibration,,378.52,200.99,1600,865,gaze,,p1,,,,
P001,S1777382254070,23565,calibration,,371.82,201.64,1600,865,gaze,,p1,,,,
P001,S1777382254070,23582,calibration,,367.04,203.94,1600,865,gaze,,p1,,,,
P001,S1777382254070,23601,calibration,,363.88,208.55,1600,865,gaze,,p1,,,,
P001,S1777382254070,23619,calibration,,363.08,212.98,1600,865,gaze,,p1,,,,
P001,S1777382254070,23637,calibration,,363.18,218.22,1600,865,gaze,,p1,,,,
P001,S1777382254070,23658,calibration,,362.93,224.91,1600,865,gaze,,p1,,,,
P001,S1777382254070,23676,calibration,,363.29,231.53,1600,865,gaze,,p1,,,,
P001,S1777382254070,23695,calibration,,363.07,237.06,1600,865,gaze,,p1,,,,
P001,S1777382254070,23713,calibration,,362.52,241.70,1600,865,gaze,,p1,,,,
P001,S1777382254070,23730,calibration,,362.41,245.94,1600,865,gaze,,p1,,,,
P001,S1777382254070,23749,calibration,,350.11,243.72,1600,865,gaze,,p1,,,,
P001,S1777382254070,23767,calibration,,341.99,240.06,1600,865,gaze,,p1,,,,
P001,S1777382254070,23784,calibration,,316.69,219.26,1600,865,gaze,,p1,,,,
P001,S1777382254070,23800,calibration,,299.08,204.31,1600,865,gaze,,p1,,,,
P001,S1777382254070,23818,calibration,,283.12,194.43,1600,865,gaze,,p1,,,,
P001,S1777382254070,23837,calibration,,270.85,186.68,1600,865,gaze,,p1,,,,
P001,S1777382254070,23855,calibration,,258.93,178.72,1600,865,gaze,,p1,,,,
P001,S1777382254070,23872,calibration,,251.55,174.52,1600,865,gaze,,p1,,,,
P001,S1777382254070,23888,calibration,,258.52,180.88,1600,865,gaze,,p1,,,,
P001,S1777382254070,23906,calibration,,265.58,187.01,1600,865,gaze,,p1,,,,
P001,S1777382254070,23924,calibration,,278.19,197.17,1600,865,gaze,,p1,,,,
P001,S1777382254070,23941,calibration,,289.78,206.39,1600,865,gaze,,p1,,,,
P001,S1777382254070,23958,calibration,,300.72,214.86,1600,865,gaze,,p1,,,,
P001,S1777382254070,23975,calibration,,310.59,222.51,1600,865,gaze,,p1,,,,
P001,S1777382254070,23992,calibration,,315.97,226.46,1600,865,gaze,,p1,,,,
P001,S1777382254070,24009,calibration,,320.26,229.51,1600,865,gaze,,p1,,,,
P001,S1777382254070,24026,calibration,,325.15,233.10,1600,865,gaze,,p1,,,,
P001,S1777382254070,24044,calibration,,328.94,235.82,1600,865,gaze,,p1,,,,
P001,S1777382254070,24061,calibration,,330.74,237.01,1600,865,gaze,,p1,,,,
P001,S1777382254070,24078,calibration,,332.93,238.47,1600,865,gaze,,p1,,,,
P001,S1777382254070,24095,calibration,,331.55,237.32,1600,865,gaze,,p1,,,,
P001,S1777382254070,24112,calibration,,330.04,236.07,1600,865,gaze,,p1,,,,
P001,S1777382254070,24129,calibration,,331.36,236.87,1600,865,gaze,,p1,,,,
P001,S1777382254070,24146,calibration,,332.28,237.39,1600,865,gaze,,p1,,,,
P001,S1777382254070,24163,calibration,,333.66,238.21,1600,865,gaze,,p1,,,,
P001,S1777382254070,24180,calibration,,334.65,238.76,1600,865,gaze,,p1,,,,
P001,S1777382254070,24197,calibration,,332.69,237.27,1600,865,gaze,,p1,,,,
P001,S1777382254070,24214,calibration,,328.51,234.30,1600,865,gaze,,p1,,,,
P001,S1777382254070,24231,calibration,,325.11,231.97,1600,865,gaze,,p1,,,,
P001,S1777382254070,24251,calibration,,322.46,229.97,1600,865,gaze,,p1,,,,
P001,S1777382254070,24270,calibration,,328.89,234.32,1600,865,gaze,,p1,,,,
P001,S1777382254070,24288,calibration,,334.17,238.07,1600,865,gaze,,p1,,,,
P001,S1777382254070,24307,calibration,,332.85,237.05,1600,865,gaze,,p1,,,,
P001,S1777382254070,24327,calibration,,337.63,240.54,1600,865,gaze,,p1,,,,
P001,S1777382254070,24345,calibration,,341.61,243.45,1600,865,gaze,,p1,,,,
P001,S1777382254070,24362,calibration,,351.39,250.54,1600,865,gaze,,p1,,,,
P001,S1777382254070,24378,calibration,,356.09,253.80,1600,865,gaze,,p1,,,,
P001,S1777382254070,24399,calibration,,360.29,256.60,1600,865,gaze,,p1,,,,
P001,S1777382254070,24421,calibration,,370.56,261.34,1600,865,gaze,,p1,,,,
P001,S1777382254070,24441,calibration,,380.48,266.41,1600,865,gaze,,p1,,,,
P001,S1777382254070,24459,calibration,,387.12,269.10,1600,865,gaze,,p1,,,,
P001,S1777382254070,24483,calibration,,420.17,276.02,1600,865,gaze,,p1,,,,
P001,S1777382254070,24500,calibration,,444.26,281.83,1600,865,gaze,,p1,,,,
P001,S1777382254070,24518,calibration,,461.82,285.84,1600,865,gaze,,p1,,,,
P001,S1777382254070,24540,calibration,,506.58,290.63,1600,865,gaze,,p1,,,,
P001,S1777382254070,24558,calibration,,560.74,295.05,1600,865,gaze,,p1,,,,
P001,S1777382254070,24577,calibration,,606.12,297.83,1600,865,gaze,,p1,,,,
P001,S1777382254070,24596,calibration,,641.34,301.30,1600,865,gaze,,p1,,,,
P001,S1777382254070,24616,calibration,,700.51,304.60,1600,865,gaze,,p1,,,,
P001,S1777382254070,24634,calibration,,771.77,310.37,1600,865,gaze,,p1,,,,
P001,S1777382254070,24652,calibration,,783.18,310.66,1600,865,gaze,,p1,,,,
P001,S1777382254070,24669,calibration,,810.30,312.55,1600,865,gaze,,p1,,,,
P001,S1777382254070,24687,calibration,,856.48,316.39,1600,865,gaze,,p1,,,,
P001,S1777382254070,24705,calibration,,892.02,319.80,1600,865,gaze,,p1,,,,
P001,S1777382254070,24722,calibration,,899.97,320.24,1600,865,gaze,,p1,,,,
P001,S1777382254070,24740,calibration,,902.80,320.23,1600,865,gaze,,p1,,,,
P001,S1777382254070,24763,calibration,,892.56,316.76,1600,865,gaze,,p1,,,,
P001,S1777382254070,24780,calibration,,883.47,314.32,1600,865,gaze,,p1,,,,
P001,S1777382254070,24797,calibration,,873.38,312.07,1600,865,gaze,,p1,,,,
P001,S1777382254070,24819,calibration,,856.65,306.91,1600,865,gaze,,p1,,,,
P001,S1777382254070,24839,calibration,,845.22,302.73,1600,865,gaze,,p1,,,,
P001,S1777382254070,24856,calibration,,835.64,300.27,1600,865,gaze,,p1,,,,
P001,S1777382254070,24879,calibration,,833.46,297.49,1600,865,gaze,,p1,,,,
P001,S1777382254070,24897,calibration,,823.94,294.74,1600,865,gaze,,p1,,,,
P001,S1777382254070,24913,calibration,,815.62,292.56,1600,865,gaze,,p1,,,,
P001,S1777382254070,24932,calibration,,799.59,290.37,1600,865,gaze,,p1,,,,
P001,S1777382254070,24950,calibration,,786.08,288.70,1600,865,gaze,,p1,,,,
P001,S1777382254070,24967,calibration,,789.34,290.35,1600,865,gaze,,p1,,,,
P001,S1777382254070,24984,calibration,,792.65,291.96,1600,865,gaze,,p1,,,,
P001,S1777382254070,25002,calibration,,790.36,294.25,1600,865,gaze,,p1,,,,
P001,S1777382254070,25019,calibration,,788.70,296.28,1600,865,gaze,,p1,,,,
P001,S1777382254070,25037,calibration,,802.74,297.79,1600,865,gaze,,p1,,,,
P001,S1777382254070,25055,calibration,,825.41,300.90,1600,865,gaze,,p1,,,,
P001,S1777382254070,25080,calibration,,824.51,297.50,1600,865,gaze,,p1,,,,
P001,S1777382254070,25110,calibration,,835.13,297.68,1600,865,gaze,,p1,,,,
P001,S1777382254070,25132,calibration,,835.20,294.68,1600,865,gaze,,p1,,,,
P001,S1777382254070,25152,calibration,,831.67,292.12,1600,865,gaze,,p1,,,,
P001,S1777382254070,25171,calibration,,819.65,289.46,1600,865,gaze,,p1,,,,
P001,S1777382254070,25191,calibration,,809.16,287.29,1600,865,gaze,,p1,,,,
P001,S1777382254070,25208,calibration,,806.50,286.07,1600,865,gaze,,p1,,,,
P001,S1777382254070,25226,calibration,,807.02,285.44,1600,865,gaze,,p1,,,,
P001,S1777382254070,25244,calibration,,803.19,285.29,1600,865,gaze,,p1,,,,
P001,S1777382254070,25261,calibration,,797.98,284.77,1600,865,gaze,,p1,,,,
P001,S1777382254070,25280,calibration,,788.77,286.00,1600,865,gaze,,p1,,,,
P001,S1777382254070,25297,calibration,,791.13,284.79,1600,865,gaze,,p1,,,,
P001,S1777382254070,25315,calibration,,793.50,283.83,1600,865,gaze,,p1,,,,
P001,S1777382254070,25333,calibration,,789.51,283.34,1600,865,gaze,,p1,,,,
P001,S1777382254070,25352,calibration,,786.30,283.02,1600,865,gaze,,p1,,,,
P001,S1777382254070,25363,calibration,,800.00,273.73,1600,865,calibration_click,2,p1,,,,
P001,S1777382254070,25383,calibration,,787.46,280.98,1600,865,gaze,,p1,,,,
P001,S1777382254070,25403,calibration,,788.18,279.06,1600,865,gaze,,p1,,,,
P001,S1777382254070,25421,calibration,,785.05,277.52,1600,865,gaze,,p1,,,,
P001,S1777382254070,25439,calibration,,782.28,276.58,1600,865,gaze,,p1,,,,
P001,S1777382254070,25459,calibration,,781.94,276.43,1600,865,gaze,,p1,,,,
P001,S1777382254070,25477,calibration,,785.51,277.99,1600,865,gaze,,p1,,,,
P001,S1777382254070,25495,calibration,,788.72,279.42,1600,865,gaze,,p1,,,,
P001,S1777382254070,25513,calibration,,788.92,279.65,1600,865,gaze,,p1,,,,
P001,S1777382254070,25530,calibration,,791.47,279.61,1600,865,gaze,,p1,,,,
P001,S1777382254070,25547,calibration,,789.72,279.86,1600,865,gaze,,p1,,,,
P001,S1777382254070,25564,calibration,,788.20,280.09,1600,865,gaze,,p1,,,,
P001,S1777382254070,25583,calibration,,794.51,281.34,1600,865,gaze,,p1,,,,
